"A-6"|No |"65378358"|"106762131"
"A-7"|No |"65378368"|"106762147"
"A-7-6"|Yes|"65378368"|"106762148"
"A-4"|Yes|"65378210"|"106761893"
"A-4"|Yes|"65378369"|"106762149"
"A-4"|Yes|"65378348"|"106762114"
"A-7"|Yes|"65378221"|"106761911"
"A-1-b"|Yes|"65378005"|"106761597"
"A-1"|No |"65378005"|"106761598"
"A-2"|No |"65378005"|"106761599"
"A-4"|No |"65378359"|"106762132"
"A-6"|Yes|"65378359"|"106762133"
"A-4"|No |"65378088"|"106761733"
"A-6"|Yes|"65378088"|"106761734"
"A-6"|No |"65378307"|"106762053"
"A-7"|Yes|"65378307"|"106762054"
"A-6"|Yes|"65378053"|"106761688"
"A-4"|No |"65378053"|"106761689"
"A-4"|No |"65378066"|"106761708"
"A-6"|Yes|"65378066"|"106761709"
"A-4"|Yes|"65378110"|"106761767"
"A-4"|Yes|"65378268"|"106761981"
"A-1"|Yes|"65378334"|"106762094"
"A-4"|Yes|"65378007"|"106761600"
"A-7"|No |"65378371"|"106762152"
"A-7-6"|Yes|"65378371"|"106762153"
"A-2"|No |"65378057"|"106761695"
"A-6"|Yes|"65378057"|"106761696"
"A-4"|No |"65378331"|"106762089"
"A-6"|Yes|"65378331"|"106762090"
"A-4"|Yes|"65378068"|"106761711"
"A-4"|Yes|"65378349"|"106762115"
"A-6"|No |"65378349"|"106762116"
"A-4"|No |"65378094"|"106761744"
"A-6"|Yes|"65378094"|"106761745"
"A-7"|Yes|"65378083"|"106761728"
"A-7"|Yes|"65378058"|"106761697"
"A-6"|Yes|"65378046"|"106761674"
"A-4"|No |"65378046"|"106761675"
"A-4"|Yes|"65378360"|"106762134"
"A-1"|No |"65378095"|"106761746"
"A-2"|No |"65378095"|"106761747"
"A-4"|Yes|"65378095"|"106761748"
"A-6"|No |"65378095"|"106761749"
"A-6"|No |"65378338"|"106762100"
"A-7"|Yes|"65378338"|"106762101"
"A-2"|No |"65378253"|"106761956"
"A-4"|Yes|"65378253"|"106761957"
"A-6"|No |"65378253"|"106761958"
"A-4"|No |"65378009"|"106761603"
"A-6"|Yes|"65378009"|"106761604"
"A-6"|Yes|"65378183"|"106761861"
"A-4"|Yes|"65378209"|"106761892"
"A-7"|Yes|"65378084"|"106761729"
"A-7-6"|Yes|"65378047"|"106761676"
"A-7"|No |"65378047"|"106761677"
"A-2"|No |"65378316"|"106762066"
"A-4"|No |"65378316"|"106762067"
"A-6"|Yes|"65378316"|"106762068"
"A-7"|Yes|"65378341"|"106762105"
"A-4"|Yes|"65378335"|"106762095"
"A-4"|No |"65378231"|"106761923"
"A-6"|Yes|"65378231"|"106761924"
"A-7"|Yes|"65378087"|"106761732"
"A-4"|Yes|"65378357"|"106762129"
"A-6"|No |"65378345"|"106762110"
"A-7"|Yes|"65378345"|"106762111"
"A-7"|No |"65378220"|"106761908"
"A-2-6"|No |"65378220"|"106761909"
"A-7-6"|Yes|"65378220"|"106761910"
"A-6"|No |"65378309"|"106762056"
"A-7"|Yes|"65378309"|"106762057"
"A-4"|No |"65378367"|"106762145"
"A-6"|Yes|"65378367"|"106762146"
"A-4"|Yes|"65378069"|"106761712"
"A-6"|No |"65378069"|"106761713"
"A-4"|No |"65378198"|"106761880"
"A-6"|Yes|"65378198"|"106761881"
"A-4"|Yes|"65378330"|"106762088"
"A-6"|No |"65378172"|"106761847"
"A-7"|Yes|"65378172"|"106761848"
"A-2"|No |"65378235"|"106761929"
"A-4"|Yes|"65378235"|"106761930"
"A-6"|No |"65378235"|"106761931"
"A-4"|Yes|"65378246"|"106761946"
"A-6"|No |"65378161"|"106761834"
"A-7"|Yes|"65378161"|"106761835"
"A-4"|No |"65378194"|"106761875"
"A-6"|Yes|"65378194"|"106761876"
"A-7"|Yes|"65378113"|"106761773"
"A-4"|No |"65378356"|"106762127"
"A-6"|Yes|"65378356"|"106762128"
"A-4"|Yes|"65378261"|"106761967"
"A-6"|No |"65378261"|"106761968"
"A-4"|Yes|"65378205"|"106761888"
"A-4"|Yes|"65378308"|"106762055"
"A-6"|Yes|"65378187"|"106761866"
"A-6"|Yes|"65378216"|"106761900"
"A-7-6"|No |"65378216"|"106761901"
"A-7"|Yes|"65378102"|"106761757"
"A-6"|Yes|"65378179"|"106761856"
"A-7"|Yes|"65378346"|"106762112"
"A-7-6"|Yes|"65378054"|"106761690"
"A-7"|No |"65378054"|"106761691"
"A-7"|Yes|"65378080"|"106761726"
"A-7"|Yes|"65378176"|"106761852"
"A-7-6"|No |"65378176"|"106761853"
"A-7"|Yes|"65378076"|"106761723"
"A-2"|No |"65378320"|"106762073"
"A-4"|Yes|"65378320"|"106762074"
"A-4"|Yes|"65378271"|"106761985"
"A-2"|Yes|"65378250"|"106761952"
"A-6"|No |"65378250"|"106761953"
"A-7-6"|No |"65378250"|"106761954"
"A-6"|Yes|"65378300"|"106762044"
"A-4"|Yes|"65378363"|"106762139"
"A-2"|No |"65378247"|"106761947"
"A-4"|Yes|"65378247"|"106761948"
"A-6"|No |"65378247"|"106761949"
"A-1"|No |"65378313"|"106762062"
"A-2"|Yes|"65378313"|"106762063"
"A-4"|No |"65378112"|"106761771"
"A-6"|Yes|"65378112"|"106761772"
"A-4"|Yes|"65378258"|"106761964"
"A-4"|No |"65378091"|"106761738"
"A-6"|Yes|"65378091"|"106761739"
"A-4"|Yes|"65378070"|"106761714"
"A-6"|No |"65378070"|"106761715"
"A-7"|No |"65378217"|"106761902"
"A-2-6"|No |"65378217"|"106761903"
"A-7-6"|Yes|"65378217"|"106761904"
"A-4"|Yes|"65378352"|"106762120"
"A-6"|No |"65378352"|"106762121"
"A-7"|Yes|"65378302"|"106762046"
"A-7"|No |"65378050"|"106761682"
"A-7-6"|Yes|"65378050"|"106761683"
"A-4"|Yes|"65378228"|"106761919"
"A-7"|Yes|"65378059"|"106761698"
"A-4"|Yes|"65378269"|"106761982"
"A-2"|No |"65378060"|"106761699"
"A-6"|Yes|"65378060"|"106761700"
"A-7"|No |"65378365"|"106762142"
"A-7-6"|Yes|"65378365"|"106762143"
"A-7-6"|Yes|"65378048"|"106761678"
"A-7"|No |"65378048"|"106761679"
"A-6"|Yes|"65378175"|"106761851"
"A-4"|Yes|"65378267"|"106761979"
"A-6"|No |"65378267"|"106761980"
"A-6"|Yes|"65378049"|"106761680"
"A-4"|No |"65378049"|"106761681"
"A-4"|Yes|"65378324"|"106762080"
"A-7"|Yes|"65378184"|"106761862"
"A-7-6"|No |"65378184"|"106761863"
"A-7"|Yes|"65378208"|"106761891"
"A-2"|Yes|"65378238"|"106761934"
"A-6"|No |"65378238"|"106761935"
"A-7-6"|No |"65378238"|"106761936"
"A-4"|Yes|"65378354"|"106762124"
"A-4"|Yes|"65378259"|"106761965"
"A-1"|No |"65378092"|"106761740"
"A-2"|No |"65378092"|"106761741"
"A-4"|Yes|"65378092"|"106761742"
"A-6"|No |"65378092"|"106761743"
"A-4"|Yes|"65378311"|"106762059"
"A-1"|No |"65378311"|"106762060"
"A-2"|No |"65378311"|"106762061"
"A-4"|Yes|"65378270"|"106761983"
"A-6"|No |"65378270"|"106761984"
"A-2"|No |"65378090"|"106761736"
"A-4"|Yes|"65378090"|"106761737"
"A-4"|Yes|"65378301"|"106762045"
"A-7-6"|Yes|"65378051"|"106761684"
"A-7"|No |"65378051"|"106761685"
"A-1"|No |"65378322"|"106762078"
"A-2"|Yes|"65378322"|"106762079"
"A-4"|No |"65378103"|"106761758"
"A-6"|Yes|"65378103"|"106761759"
"A-6"|Yes|"65378219"|"106761906"
"A-7-6"|No |"65378219"|"106761907"
"A-7"|Yes|"65378173"|"106761849"
"A-4"|Yes|"65378206"|"106761889"
"A-6"|Yes|"65378197"|"106761879"
"A-1"|Yes|"65378332"|"106762091"
"A-4"|No |"65378364"|"106762140"
