"mixed"|"22142364"|"17441002"
"mixed"|"22142368"|"17441005"
"mixed"|"22142369"|"17441006"
"siliceous"|"22142370"|"17441007"
"mixed"|"22142382"|"17441018"
"mixed"|"22142383"|"17441019"
"mixed"|"22142384"|"17441020"
"mixed"|"22142386"|"17441022"
"mixed"|"22142387"|"17441023"
"mixed"|"22142390"|"17441026"
"mixed"|"22142391"|"17441027"
"mixed"|"22142393"|"17441028"
"mixed"|"22142395"|"17441029"
"mixed"|"22142396"|"17441030"
"mixed"|"22142398"|"17441032"
"mixed"|"22142399"|"17441033"
"mixed"|"22142401"|"17441035"
"mixed"|"22142402"|"17441036"
"mixed"|"22142403"|"17441037"
"mixed"|"22142404"|"17441038"
"mixed"|"22142417"|"17441049"
"mixed"|"22142424"|"17441056"
"mixed"|"22142429"|"17441059"
"mixed"|"22142430"|"17441060"
"mixed"|"22142431"|"17441061"
"mixed"|"22142432"|"17441062"
"mixed"|"22142433"|"17441063"
"mixed"|"22142435"|"17441065"
"mixed"|"22142436"|"17441066"
"kaolinitic"|"22142437"|"17441067"
"kaolinitic"|"22142438"|"17441068"
"mixed"|"22142439"|"17441069"
"mixed"|"22142440"|"17441070"
"mixed"|"22142441"|"17441071"
"kaolinitic"|"22142442"|"17441072"
"kaolinitic"|"22142443"|"17441073"
"kaolinitic"|"22142444"|"17441074"
"kaolinitic"|"22142446"|"17441075"
"mixed"|"22142448"|"17441076"
"mixed"|"22142449"|"17441077"
"mixed"|"22142450"|"17441078"
"mixed"|"22142451"|"17441079"
"mixed"|"22142452"|"17441080"
"mixed"|"22142454"|"17441081"
"mixed"|"22142462"|"17441089"
"kaolinitic"|"22142463"|"17441090"
"kaolinitic"|"22142464"|"17441091"
"kaolinitic"|"22142465"|"17441092"
"mixed"|"22142466"|"17441093"
"kaolinitic"|"22142469"|"17441096"
"kaolinitic"|"22142471"|"17441097"
"not used"|"22142473"|"17441098"
"mixed"|"22142475"|"17441099"
"mixed"|"22142476"|"17441100"
"mixed"|"22142477"|"17441101"
"mixed"|"22142478"|"17441102"
"mixed"|"22142479"|"17441103"
"mixed"|"22142480"|"17441104"
"mixed"|"22142483"|"17441106"
"mixed"|"22142485"|"17441107"
"mixed"|"22142486"|"17441108"
"mixed"|"22142487"|"17441109"
"mixed"|"22142488"|"17441110"
"mixed"|"22142489"|"17441111"
"mixed"|"22142490"|"17441112"
"mixed"|"22142491"|"17441113"
"mixed"|"22142492"|"17441114"
"mixed"|"22142493"|"17441115"
"mixed"|"22142494"|"17441116"
"mixed"|"22142495"|"17441117"
"mixed"|"22142497"|"17441118"
"mixed"|"22142498"|"17441119"
"mixed"|"22142501"|"17441121"
"mixed"|"22142502"|"17441122"
"mixed"|"22142503"|"17441123"
"mixed"|"22142504"|"17441124"
