0|0|0|200|200|200|"Moist"|"231773685"|"145594768"
0|0|0|200|200|200|"Moist"|"231774197"|"145594898"
0|0|0|200|200|200|"Moist"|"231774176"|"145594889"
0|23|46|183|183|183|"Wet"|"231773881"|"145594821"
0|0|0|0|23|46||"231773881"|"145594820"
0|23|46|183|183|183|"Wet"|"231773852"|"145594803"
0|0|0|0|23|46||"231773852"|"145594802"
0|0|0|200|200|200|"Moist"|"231773700"|"145594783"
0|0|0|183|183|183|"Wet"|"231774299"|"145594926"
0|0|0|200|200|200|"Moist"|"231773701"|"145594784"
0|23|46|183|183|183|"Wet"|"231774165"|"145594881"
0|0|0|0|23|46||"231774165"|"145594880"
0|0|0|200|200|200|"Moist"|"231774310"|"145594943"
0|23|46|183|183|183|"Wet"|"231774492"|"145594977"
0|0|0|0|23|46||"231774492"|"145594976"
0|0|0|200|200|200|"Moist"|"231773690"|"145594773"
0|0|0|200|200|200|"Moist"|"231774207"|"145594908"
0|0|0|200|200|200|"Moist"|"231774228"|"145594917"
46|69|91|183|183|183|"Wet"|"231773837"|"145594789"
0|0|0|46|69|91||"231773837"|"145594788"
0|0|0|183|183|183|"Wet"|"231774518"|"145595001"
0|0|0|200|200|200|"Moist"|"231774227"|"145594916"
0|0|0|183|183|183|"Wet"|"231774301"|"145594928"
0|0|0|46|61|76|"Moist"|"231774312"|"145594945"
46|61|76|51|76|122|"Wet"|"231774312"|"145594946"
51|76|122|200|200|200|"Moist"|"231774312"|"145594947"
0|0|0|200|200|200|"Moist"|"231773686"|"145594769"
0|0|0|200|200|200|"Moist"|"231774205"|"145594906"
0|0|0|183|183|183|"Wet"|"231773616"|"145594749"
0|23|46|183|183|183|"Wet"|"231772928"|"145594696"
0|0|0|0|23|46||"231772928"|"145594695"
0|0|0|200|200|200|"Moist"|"231773689"|"145594772"
0|0|0|200|200|200|"Moist"|"231773697"|"145594780"
0|0|0|200|200|200|"Moist"|"231774229"|"145594918"
0|23|46|183|183|183|"Wet"|"231774488"|"145594973"
0|0|0|0|23|46||"231774488"|"145594972"
46|61|76|183|183|183|"Wet"|"231774499"|"145594983"
0|0|0|46|61|76||"231774499"|"145594982"
0|0|0|183|183|183|"Wet"|"231773612"|"145594746"
0|23|46|183|183|183|"Wet"|"231773911"|"145594825"
0|0|0|0|23|46||"231773911"|"145594824"
0|0|0|183|183|183|"Wet"|"231774302"|"145594929"
0|0|0|200|200|200|"Moist"|"231773682"|"145594765"
0|0|0|200|200|200|"Moist"|"231774177"|"145594890"
0|23|46|183|183|183|"Wet"|"231774164"|"145594879"
0|0|0|0|23|46||"231774164"|"145594878"
0|23|46|183|183|183|"Wet"|"231773875"|"145594813"
0|0|0|0|23|46||"231773875"|"145594812"
0|23|46|183|183|183|"Wet"|"231774163"|"145594877"
0|0|0|0|23|46||"231774163"|"145594876"
0|0|0|200|200|200|"Moist"|"231773699"|"145594782"
0|0|0|183|183|183|"Wet"|"231774511"|"145594995"
0|0|0|183|183|183|"Wet"|"231774300"|"145594927"
0|0|0|200|200|200|"Moist"|"231774174"|"145594887"
46|61|76|183|183|183|"Wet"|"231774501"|"145594987"
0|0|0|46|61|76||"231774501"|"145594986"
0|0|0|200|200|200|"Moist"|"231774178"|"145594891"
0|0|0|200|200|200|"Moist"|"231774230"|"145594919"
0|0|0|200|200|200|"Moist"|"231773688"|"145594771"
0|0|0|183|183|183|"Wet"|"231773615"|"145594748"
0|0|0|200|200|200|"Moist"|"231773687"|"145594770"
0|0|0|200|200|200|"Moist"|"231773698"|"145594781"
0|23|46|183|183|183|"Wet"|"231773917"|"145594833"
0|0|0|0|23|46||"231773917"|"145594832"
0|0|0|200|200|200|"Moist"|"231774311"|"145594944"
0|0|0|200|200|200|"Moist"|"231774204"|"145594905"
0|23|46|183|183|183|"Wet"|"231772925"|"145594692"
0|0|0|0|23|46||"231772925"|"145594691"
0|0|0|183|183|183|"Wet"|"231773613"|"145594747"
0|0|0|200|200|200|"Moist"|"231773696"|"145594779"
0|23|46|183|183|183|"Wet"|"231772927"|"145594694"
0|0|0|0|23|46||"231772927"|"145594693"
0|0|0|200|200|200|"Moist"|"231774226"|"145594915"
0|23|46|183|183|183|"Wet"|"231774489"|"145594975"
0|0|0|0|23|46||"231774489"|"145594974"
0|23|46|183|183|183|"Wet"|"231773877"|"145594817"
0|0|0|0|23|46||"231773877"|"145594816"
0|0|0|200|200|200|"Moist"|"231774200"|"145594901"
46|61|76|183|183|183|"Wet"|"231774500"|"145594985"
0|0|0|46|61|76||"231774500"|"145594984"
0|23|46|183|183|183|"Wet"|"231772929"|"145594698"
0|0|0|0|23|46||"231772929"|"145594697"
0|0|0|200|200|200|"Moist"|"231774182"|"145594895"
0|0|0|200|200|200|"Moist"|"231774208"|"145594909"
0|0|0|183|183|183|"Wet"|"231774513"|"145594997"
0|0|0|200|200|200|"Moist"|"231774315"|"145594954"
0|0|0|46|61|76|"Moist"|"231774314"|"145594951"
46|61|76|51|76|122|"Wet"|"231774314"|"145594952"
51|76|122|200|200|200|"Moist"|"231774314"|"145594953"
0|0|0|183|183|183|"Wet"|"231774293"|"145594922"
0|23|46|183|183|183|"Wet"|"231773856"|"145594807"
0|0|0|0|23|46||"231773856"|"145594806"
0|0|0|183|183|183|"Wet"|"231774509"|"145594994"
0|23|46|183|183|183|"Wet"|"231773876"|"145594815"
0|0|0|0|23|46||"231773876"|"145594814"
0|0|0|200|200|200|"Moist"|"231774232"|"145594921"
0|0|0|183|183|183|"Wet"|"231773617"|"145594750"
0|0|0|183|183|183|"Wet"|"231774295"|"145594923"
0|23|46|183|183|183|"Wet"|"231773857"|"145594809"
0|0|0|0|23|46||"231773857"|"145594808"
0|23|46|183|183|183|"Wet"|"231773909"|"145594823"
0|0|0|0|23|46||"231773909"|"145594822"
46|69|91|183|183|183|"Wet"|"231773839"|"145594791"
0|0|0|46|69|91||"231773839"|"145594790"
0|0|0|46|61|76|"Moist"|"231774308"|"145594937"
46|61|76|51|76|122|"Wet"|"231774308"|"145594938"
51|76|122|200|200|200|"Moist"|"231774308"|"145594939"
0|0|0|200|200|200|"Moist"|"231774222"|"145594911"
0|0|0|183|183|183|"Wet"|"231774297"|"145594925"
46|61|76|183|183|183|"Wet"|"231774504"|"145594989"
0|0|0|46|61|76||"231774504"|"145594988"
0|0|0|200|200|200|"Moist"|"231774223"|"145594912"
0|23|46|183|183|183|"Wet"|"231774493"|"145594979"
0|0|0|0|23|46||"231774493"|"145594978"
0|0|0|183|183|183|"Wet"|"231773618"|"145594751"
0|0|0|200|200|200|"Moist"|"231773691"|"145594774"
0|0|0|200|200|200|"Moist"|"231774181"|"145594894"
0|0|0|200|200|200|"Moist"|"231773695"|"145594778"
0|0|0|200|200|200|"Moist"|"231774203"|"145594904"
0|23|46|183|183|183|"Wet"|"231773853"|"145594805"
0|0|0|0|23|46||"231773853"|"145594804"
0|0|0|46|61|76|"Moist"|"231774307"|"145594934"
46|61|76|51|76|122|"Wet"|"231774307"|"145594935"
51|76|122|200|200|200|"Moist"|"231774307"|"145594936"
0|0|0|183|183|183|"Wet"|"231774296"|"145594924"
0|0|0|200|200|200|"Moist"|"231773684"|"145594767"
0|0|0|200|200|200|"Moist"|"231774201"|"145594902"
0|23|46|183|183|183|"Wet"|"231774168"|"145594883"
0|0|0|0|23|46||"231774168"|"145594882"
0|0|0|200|200|200|"Moist"|"231774179"|"145594892"
46|61|76|183|183|183|"Wet"|"231774497"|"145594981"
0|0|0|46|61|76||"231774497"|"145594980"
0|0|0|183|183|183|"Wet"|"231774512"|"145594996"
0|0|0|200|200|200|"Moist"|"231774316"|"145594955"
0|0|0|200|200|200|"Moist"|"231773702"|"145594785"
0|23|46|183|183|183|"Wet"|"231774161"|"145594875"
0|0|0|0|23|46||"231774161"|"145594874"
0|0|0|200|200|200|"Moist"|"231774306"|"145594933"
0|23|46|183|183|183|"Wet"|"231773916"|"145594831"
0|0|0|0|23|46||"231773916"|"145594830"
