0|23|46|183|183|183|"Wet"|"231773880"|"145594819"
0|0|0|0|23|46||"231773880"|"145594818"
0|0|0|200|200|200|"Moist"|"231774198"|"145594899"
0|23|46|183|183|183|"Wet"|"231774485"|"145594969"
0|0|0|0|23|46||"231774485"|"145594968"
0|23|46|183|183|183|"Wet"|"231773849"|"145594799"
0|0|0|0|23|46||"231773849"|"145594798"
0|0|0|200|200|200|"Moist"|"231774221"|"145594910"
0|0|0|200|200|200|"Moist"|"231773693"|"145594776"
0|0|0|46|61|76|"Moist"|"231774313"|"145594948"
46|61|76|51|76|122|"Wet"|"231774313"|"145594949"
51|76|122|200|200|200|"Moist"|"231774313"|"145594950"
0|0|0|200|200|200|"Moist"|"231774173"|"145594886"
0|0|0|200|200|200|"Moist"|"231774231"|"145594920"
0|0|0|46|61|76|"Moist"|"231774305"|"145594930"
46|61|76|51|76|122|"Wet"|"231774305"|"145594931"
51|76|122|200|200|200|"Moist"|"231774305"|"145594932"
46|61|76|183|183|183|"Wet"|"231774506"|"145594993"
0|0|0|46|61|76||"231774506"|"145594992"
0|0|0|183|183|183|"Wet"|"231773609"|"145594744"
0|0|0|200|200|200|"Moist"|"231774184"|"145594897"
0|23|46|183|183|183|"Wet"|"231772932"|"145594700"
0|0|0|0|23|46||"231772932"|"145594699"
0|0|0|200|200|200|"Moist"|"231774183"|"145594896"
0|0|0|183|183|183|"Wet"|"231774516"|"145594999"
0|23|46|183|183|183|"Wet"|"231773873"|"145594811"
0|0|0|0|23|46||"231773873"|"145594810"
46|61|76|183|183|183|"Wet"|"231774505"|"145594991"
0|0|0|46|61|76||"231774505"|"145594990"
0|23|46|183|183|183|"Wet"|"231773912"|"145594827"
0|0|0|0|23|46||"231773912"|"145594826"
0|0|0|46|61|76|"Moist"|"231774309"|"145594940"
46|61|76|51|76|122|"Wet"|"231774309"|"145594941"
51|76|122|200|200|200|"Moist"|"231774309"|"145594942"
0|23|46|183|183|183|"Wet"|"231772933"|"145594702"
0|0|0|0|23|46||"231772933"|"145594701"
0|23|46|183|183|183|"Wet"|"231773851"|"145594801"
0|0|0|0|23|46||"231773851"|"145594800"
0|0|0|183|183|183|"Wet"|"231774517"|"145595000"
0|0|0|200|200|200|"Moist"|"231774225"|"145594914"
0|0|0|200|200|200|"Moist"|"231774199"|"145594900"
0|0|0|200|200|200|"Moist"|"231773703"|"145594786"
0|0|0|200|200|200|"Moist"|"231773704"|"145594787"
0|0|0|200|200|200|"Moist"|"231774202"|"145594903"
0|0|0|200|200|200|"Moist"|"231773692"|"145594775"
0|0|0|200|200|200|"Moist"|"231774180"|"145594893"
0|0|0|200|200|200|"Moist"|"231773694"|"145594777"
0|0|0|200|200|200|"Moist"|"231773681"|"145594764"
0|0|0|183|183|183|"Wet"|"231774515"|"145594998"
46|69|91|183|183|183|"Wet"|"231773840"|"145594793"
0|0|0|46|69|91||"231773840"|"145594792"
0|23|46|183|183|183|"Wet"|"231773913"|"145594829"
0|0|0|0|23|46||"231773913"|"145594828"
0|0|0|200|200|200|"Moist"|"231774224"|"145594913"
0|23|46|183|183|183|"Wet"|"231774169"|"145594885"
0|0|0|0|23|46||"231774169"|"145594884"
0|0|0|183|183|183|"Wet"|"231773611"|"145594745"
0|0|0|200|200|200|"Moist"|"231773683"|"145594766"
0|0|0|200|200|200|"Moist"|"231774206"|"145594907"
0|23|46|183|183|183|"Wet"|"231774487"|"145594971"
0|0|0|0|23|46||"231774487"|"145594970"
46|69|91|183|183|183|"Wet"|"231773844"|"145594797"
0|0|0|46|69|91||"231773844"|"145594796"
0|0|0|200|200|200|"Moist"|"231774175"|"145594888"
46|69|91|183|183|183|"Wet"|"231773841"|"145594795"
0|0|0|46|69|91||"231773841"|"145594794"
