"Gravelly"|"133972519"|"39017313"
"Very channery"|"133972738"|"39017431"
"Channery"|"133972250"|"39017199"
"Gravelly"|"133972816"|"39017455"
"Extremely channery"|"133972751"|"39017442"
"Channery"|"133972436"|"39017281"
"Very channery"|"133972561"|"39017344"
"Channery"|"133972458"|"39017292"
"Very channery"|"133972423"|"39017276"
"Very channery"|"133972550"|"39017335"
"Channery"|"133972239"|"39017192"
"Very channery"|"133972539"|"39017326"
"Extremely cobbly"|"133972040"|"39017138"
"Very gravelly"|"133972500"|"39017308"
"Channery"|"133972719"|"39017415"
"Very channery"|"133972563"|"39017346"
"Flaggy"|"133971996"|"39017103"
"Extremely channery"|"133972025"|"39017129"
"Very channery"|"133972022"|"39017126"
"Channery"|"133972228"|"39017183"
"Gravelly"|"133972824"|"39017458"
"Very channery"|"133972582"|"39017362"
"Very channery"|"133972570"|"39017352"
"Channery"|"133972541"|"39017327"
"Gravelly"|"133972771"|"39017451"
"Channery"|"133972018"|"39017122"
"Gravelly"|"133972155"|"39017169"
"Gravelly"|"133972033"|"39017131"
"Gravelly"|"133972809"|"39017453"
"Gravelly"|"133972718"|"39017414"
"Channery"|"133972729"|"39017422"
"Gravelly"|"133972602"|"39017370"
"Gravelly"|"133972476"|"39017301"
"Very channery"|"133972543"|"39017329"
"Very channery"|"133972750"|"39017441"
"Gravelly"|"133972823"|"39017457"
"Gravelly"|"133972148"|"39017166"
"Gravelly"|"133972599"|"39017369"
"Extremely channery"|"133972240"|"39017193"
"Gravelly"|"133972702"|"39017409"
"Extremely channery"|"133972532"|"39017320"
"Very channery"|"133972459"|"39017293"
"Gravelly"|"133972484"|"39017304"
"Channery"|"133972422"|"39017275"
"Very channery"|"133972554"|"39017338"
"Very channery"|"133972021"|"39017125"
"Cobbly"|"133972844"|"39017465"
"Very channery"|"133972533"|"39017321"
"Very channery"|"133972735"|"39017428"
"Very channery"|"133972437"|"39017282"
"Channery"|"133972754"|"39017444"
"Channery"|"133972584"|"39017363"
"Very channery"|"133972558"|"39017342"
"Channery"|"133972229"|"39017184"
"Channery"|"133972231"|"39017186"
"Channery"|"133972548"|"39017333"
"Very channery"|"133972569"|"39017351"
"Gravelly"|"133972469"|"39017298"
"Channery"|"133972746"|"39017437"
"Very channery"|"133972743"|"39017434"
"Gravelly"|"133972772"|"39017452"
"Gravelly"|"133972706"|"39017411"
"Very channery"|"133972573"|"39017354"
"Gravelly"|"133972621"|"39017377"
"Gravelly"|"133972032"|"39017130"
"Channery"|"133972429"|"39017278"
"Channery"|"133972466"|"39017297"
"Channery"|"133971991"|"39017098"
"Channery"|"133972720"|"39017416"
"Very channery"|"133972562"|"39017345"
"Gravelly"|"133972843"|"39017464"
"Very channery"|"133972732"|"39017425"
"Very channery"|"133972721"|"39017417"
"Extremely channery"|"133972757"|"39017446"
"Very channery"|"133972241"|"39017194"
"Very channery"|"133972525"|"39017315"
"Very channery"|"133972551"|"39017336"
"Cobbly"|"133972856"|"39017469"
"Channery"|"133972284"|"39017213"
"Extremely channery"|"133972580"|"39017360"
"Very gravelly"|"133972510"|"39017311"
"Very channery"|"133972200"|"39017177"
"Channery"|"133972742"|"39017433"
"Very channery"|"133972444"|"39017285"
"Channery"|"133972736"|"39017429"
"Gravelly"|"133972705"|"39017410"
"Extremely channery"|"133972019"|"39017123"
"Channery"|"133972252"|"39017200"
"Extremely channery"|"133972747"|"39017438"
"Channery"|"133972536"|"39017323"
"Cobbly"|"133972470"|"39017299"
"Channery"|"133972731"|"39017424"
"Gravelly"|"133972135"|"39017162"
"Gravelly"|"133972768"|"39017450"
