"Silty clay loam"||"131710611"|"133972270"
"Silty clay"||"131710865"|"133972524"
"Silty clay loam"||"131710593"|"133972252"
"Silt loam"||"131711152"|"133972814"
"Silty clay loam"||"131710622"|"133972281"
"Silt loam"||"131711060"|"133972719"
"Silt loam"||"131710920"|"133972579"
"Silty clay"||"131710783"|"133972442"
"Silty clay loam"||"131710799"|"133972458"
"Clay loam"||"131711057"|"133972716"
"Silt loam"||"131711143"|"133972805"
"Clay"||"131710541"|"133972200"
"Loam"||"131710580"|"133972239"
"Loam"||"131710898"|"133972557"
"Silty clay loam"||"131710887"|"133972546"
|"Bedrock"|"131710924"|"133972583"
"Silt loam"||"131711164"|"133972826"
"Silty clay loam"||"131711174"|"133972836"
"Silty clay"||"131710486"|"133972145"
"Clay"||"131710846"|"133972505"
"Silt loam"||"131710794"|"133972453"
"Silt loam"||"131711070"|"133972730"
"Silty clay"||"131710820"|"133972479"
"Clay"||"131710519"|"133972178"
"Loam"||"131711185"|"133972847"
"Silty clay"||"131710540"|"133972199"
"Silty clay loam"||"131710839"|"133972498"
"Silty clay loam"||"131711144"|"133972806"
"Silty clay"||"131710561"|"133972220"
"Clay loam"||"131710862"|"133972521"
"Silt loam"||"131711078"|"133972738"
"Loam"||"131710528"|"133972187"
"Silty clay"||"131710828"|"133972487"
"Silty clay"||"131710518"|"133972177"
"Silty clay"||"131710476"|"133972135"
"Silt loam"||"131710487"|"133972146"
"Silt loam"||"131710909"|"133972568"
"Silt loam"||"131710780"|"133972439"
"Clay"||"131711120"|"133972782"
"Clay"||"131710539"|"133972198"
"Silt loam"||"131710806"|"133972465"
"Clay"||"131711045"|"133972704"
"Silty clay loam"||"131710802"|"133972461"
"Silt loam"||"131710872"|"133972531"
|"Bedrock"|"131711091"|"133972752"
"Silty clay loam"||"131711046"|"133972705"
"Loam"||"131711102"|"133972764"
"Silty clay"||"131710550"|"133972209"
"Silty clay"||"131710769"|"133972428"
"Silt loam"||"131711194"|"133972856"
"Clay"||"131710732"|"133972391"
"Silty clay"||"131710549"|"133972208"
"Silt loam"||"131710883"|"133972542"
"Silt loam"||"131710894"|"133972553"
"Loam"||"131710972"|"133972631"
"Silt loam"||"131711067"|"133972727"
"Silty clay"||"131711113"|"133972775"
"Silty clay loam"||"131711183"|"133972845"
"Loam"||"131711061"|"133972720"
"Silt loam"||"131710581"|"133972240"
"Clay loam"||"131710813"|"133972472"
"Silty clay loam"||"131710370"|"133972029"
"Silty clay loam"||"131710560"|"133972219"
"Loam"||"131711056"|"133972715"
"Silty clay loam"||"131710758"|"133972417"
"Clay loam"||"131710623"|"133972282"
"Clay loam"||"131711109"|"133972771"
"Sandy loam"||"131710381"|"133972040"
"Silty clay"||"131710832"|"133972491"
"Clay loam"||"131711196"|"133972858"
"Clay loam"||"131710824"|"133972483"
"Silty clay loam"||"131710795"|"133972454"
"Loam"||"131711089"|"133972750"
"Silty clay loam"||"131711172"|"133972834"
"Silty clay"||"131710868"|"133972527"
"Silty clay"||"131710613"|"133972272"
"Silt loam"||"131710373"|"133972032"
"Clay loam"||"131710961"|"133972620"
"Silt loam"||"131710784"|"133972443"
"Silt loam"||"131710571"|"133972230"
"Silt loam"||"131710477"|"133972136"
"Sandy loam"||"131710362"|"133972021"
"Silty clay"||"131711122"|"133972784"
"Sandy clay loam"||"131710857"|"133972516"
"Loam"||"131711052"|"133972711"
"Silt loam"||"131710908"|"133972567"
"Sandy clay loam"||"131711198"|"133972860"
"Silt loam"||"131710897"|"133972556"
"Clay"||"131710566"|"133972225"
"Sandy loam"||"131710359"|"133972018"
"Loamy sand"||"131710338"|"133971997"
"Clay"||"131710592"|"133972251"
"Loam"||"131710811"|"133972470"
"Silt loam"||"131711150"|"133972812"
"Loam"||"131711103"|"133972765"
"Clay"||"131710834"|"133972493"
"Loam"||"131711077"|"133972737"
"Silt loam"||"131711161"|"133972823"
"Sandy loam"||"131710971"|"133972630"
"Clay loam"||"131711041"|"133972700"
"Loam"||"131710522"|"133972181"
"Loam"||"131710822"|"133972481"
"Loam"||"131711188"|"133972850"
"Silty clay loam"||"131710844"|"133972503"
"Loam"||"131711066"|"133972726"
"Sandy loam"||"131710363"|"133972022"
"Silty clay loam"||"131710823"|"133972482"
"Clay"||"131711124"|"133972786"
"Sandy loam"||"131710337"|"133971996"
"Silt loam"||"131710625"|"133972284"
"Sandy clay loam"||"131711054"|"133972713"
"Loam"||"131710969"|"133972628"
"Loam"||"131710853"|"133972512"
"Silt loam"||"131710496"|"133972155"
"Sandy loam"||"131711176"|"133972838"
"Silty clay loam"||"131711114"|"133972776"
"Clay loam"||"131710855"|"133972514"
"Silt loam"||"131710884"|"133972543"
"Silt loam"||"131710470"|"133972129"
"Loam"||"131710958"|"133972617"
